REF,Company Name,CompanyLocation_Country,Review Date,Bean Origin,ChocolateName,Cocoa_Percent,No_of_ingredients,Rating
341,Coppeneur,Germany,2009,Peru,"Porcelana, Apotequil",72,5,5
821,Coppeneur,Germany,2012,Blend,"Uba Budo, Sao Tome & Principe",72,6,5
196,Coppeneur,Germany,2007,Madagascar,"Sambirano, Menava P.",72,6,5
2096,Georgia Ramon,Germany,2018,Guatemala,Cahabon E.,72,6,5
558,Coppeneur,Germany,2010,Trinidad,Trinidad,72,6,5
558,Coppeneur,Germany,2010,Ecuador,"Los Rios, H. Iara",72,3,5
220,Coppeneur,Germany,2008,Mexico,"Porcelana, Tabasco, Mexico",72,3,5
220,Coppeneur,Germany,2008,Venezuela,"Porcelana, Venezuela",72,3,5
558,Coppeneur,Germany,2010,Venezuela,Ocumare 61,72,3,5
558,Coppeneur,Germany,2010,Jamaica,Jamaica,72,3,5
1407,Choco Del Sol,Germany,2014,Belize,Maya Mountain w/ nibs,75,2,5
2282,Georgia Ramon,Germany,2019,Venezuela,Chuao,75,3,5
2012,Georgia Ramon,Germany,2017,Venezuela,"Porcelana, La Orquidea, Santa Barbara, Zulia",75,3,5
1984,Coppeneur,Germany,2017,Ghana,Ghana,75,3,5
1646,Georgia Ramon,Germany,2015,Madagascar,Akesson Estate,75,4,5
765,C-Amaro,Italy,2011,Trinidad,Trinidad,70,2,5
129,Amedei,Italy,2007,Trinidad,Trinidad,70,4,5
2036,Ruket,Italy,2018,Nicaragua,"Nugu, lot 02N",70,3,5
863,Domori,Italy,2012,Venezuela,Guasare,70,2,5
111,Domori,Italy,2007,Venezuela,Porcelana,70,2,5
123,Amedei,Italy,2007,Ecuador,Ecuador,70,4,5
123,Amedei,Italy,2007,Venezuela,Venezuela,70,4,5
308,Maglio,Italy,2008,Dominican Republic,Santo Domingo,70,5,5
192,Domori,Italy,2007,Venezuela,"Ocumare 67, Puertofino",70,2,5
192,Domori,Italy,2007,Ecuador,Ecuador,70,2,5
308,Maglio,Italy,2008,Ecuador,Ecuador,70,4,5
979,Amedei,Italy,2012,Peru,"Piura, Blanco de Criollo",70,4,5
192,Domori,Italy,2007,Indonesia,"Java, Javablond",70,2,5
2040,Domori,Italy,2018,Tanzania,Tanzania,70,2,5
272,Domori,Italy,2008,Colombia,Teyuna,70,2,5
227,Domori,Italy,2008,Venezuela,"Carupano, H. San Jose",70,2,5
2060,Guido Castagna,Italy,2018,Madagascar,Madagascar,70,4,5
1672,Domori,Italy,2015,Ecuador,Hacienda Victoria,70,2,5
123,Amedei,Italy,2007,Grenada,Grenada,70,4,5
135,Domori,Italy,2007,Madagascar,Madagascar,70,2,5
615,S.A.I.D.,Italy,2010,Dominican Republic,Samana,70,5,5
2434,Amedei,Italy,2019,Blend,Toscano Black,70,3,5
308,Maglio,Italy,2008,Cuba,Cuba,70,5,5
2092,Amedei,Italy,2018,Venezuela,Porcelana,70,4,5
1672,Domori,Italy,2015,Venezuela,Ocumare 77,70,2,5
1442,C-Amaro,Italy,2014,Blend,"Lago di Como, Blu",70,2,5
123,Amedei,Italy,2007,Jamaica,Jamaica,70,4,5
192,Domori,Italy,2007,Madagascar,Madagared,70,2,5
693,Domori,Italy,2011,Venezuela,"Canoabo, Hacienda San Jose",70,2,5
863,Domori,Italy,2012,Tanzania,Morogoro,70,2,5
272,Domori,Italy,2008,Blend,Ilblend,70,2,5
531,Majani,Italy,2010,Ecuador,Ecuador,70,4,5
470,Domori,Italy,2010,Venezuela,"Chuao, Hacienda San Jose",70,2,5
2088,Amedei,Italy,2018,Madagascar,Madagascar,70,4,5
2088,Amedei,Italy,2018,Venezuela,Chuao,70,4,5
2562,Aruntam,Italy,2021,India,"Idukki Kerala, lot IN728221",72,4,5
2370,Mirzam,Italy,2019,Tanzania,Kokoa Kamili,72,3,5
615,S.A.I.D.,Italy,2010,Blend,"Carribean, Arawak",72,3,5
1442,C-Amaro,Italy,2014,Dominican Republic,Dominican Republic,72,2,5
1964,Ruket,Italy,2017,Honduras,"Red Mayan, Xoco",72,3,5
615,S.A.I.D.,Italy,2010,Blend,Latino,72,3,5
2562,Aruntam,Italy,2021,Madagascar,Bejofo,72,4,5
931,Pura Delizia,Italy,2012,Venezuela,Venezuela,73,4,5
1988,Pura Delizia,Italy,2017,Ecuador,Ecuador,73,4,5
2434,Svenska Kakaobolaget,Italy,2019,Tanzania,Kokoa Kamili,74,2,5
1538,Middlebury,Italy,2015,Tanzania,Kokoa Kamili,75,3,5
300,Maglio,Italy,2008,Tanzania,Africa,75,4,5
2036,Ruket,Italy,2018,Haiti,"Pisa, lot 03HA",75,3,5
1988,Pura Delizia,Italy,2017,Papua New Guinea,Papua New Guinea,75,4,5
1442,C-Amaro,Italy,2014,Cuba,Cuba,75,2,5
1984,Pura Delizia,Italy,2017,Vietnam,Vietnam,75,4,5
129,Domori,Italy,2007,Venezuela,"Ocumare 61, Puertomar",75,2,5
2092,Amedei,Italy,2018,Blend,Nine,75,4,5
1684,Cacao Store,Japan,2015,Vietnam,Vietnam,70,2,5
2234,Sweet Escalier,Japan,2018,Belize,Belize,70,5,5
2242,Sweet Escalier,Japan,2018,Brazil,Amazonas,70,5,5
2210,Milton,Japan,2018,Madagascar,Ambanja,70,2,5
2214,Milton,Japan,2018,Vietnam,Ben Tre,70,2,5
1684,Cacao Store,Japan,2015,Peru,Peru,70,2,5
1450,Tablette (aka Vanillabeans),Japan,2015,Colombia,Colombia,70,5,5
2190,Musee du Chocolat Theobroma,Japan,2018,Venezuela,Chuao,70,2,5
2214,Milton,Japan,2018,Peru,"Piura Gran Blanco, Sisyu & Kiriyana Phoenix",70,2,5
1892,La Chocolaterie Nanairo,Japan,2016,Peru,"Tumbes, 2013 Harvest, Batch 8",70,5,5
1920,Minimal,Japan,2016,Haiti,Acul du Nard,70,2,5
2214,Milton,Japan,2018,Brazil,Bahia,70,2,5
1892,La Chocolaterie Nanairo,Japan,2016,Peru,"Lumas, 2015 Harvest, Batch 7",70,6,5
1892,La Chocolaterie Nanairo,Japan,2016,Peru,"Lumas, 2015 Harvest, Batch 6, brown sugar",70,5,5
1892,La Chocolaterie Nanairo,Japan,2016,Belize,"Belize, 2014 Harvest, Batch 9",70,5,5
1684,Theobroma,Japan,2015,Peru,"Piura Select, Cacao Blanc",70,2,5
2242,Sweet Escalier,Japan,2018,Peru,San Martin,70,5,5
1896,Green Bean to Bar,Japan,2016,Madagascar,Madagascar,70,2,5
1684,Cacao Store,Japan,2015,Madagascar,Madagascar,70,2,5
2230,Palet D'Or,Japan,2018,Haiti,Haiti,70,5,5
2234,Palet D'Or,Japan,2018,Cuba,Cuba,72,5,5
2234,Palet D'Or,Japan,2018,Vietnam,Vietnam,72,5,5
2382,Green Bean to Bar,Japan,2019,Peru,Nativo Blanco,73,2,5
2230,Sweet Escalier,Japan,2018,Venezuela,Chuao,75,5,5
2234,Sweet Escalier,Japan,2018,Tanzania,Tanzania,75,3,5
404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar,70,5,5
284,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,70,5,5
753,Tsara (Cinagra),Madagascar,2011,Madagascar,Ambanja,72,3,5
404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar,72,3,5
841,Menakao (aka Cinagra),Madagascar,2012,Madagascar,Madagascar,72,4,5
184,Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,Mora Mora 2006,73,4,5
184,Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,Sambirano 2006,75,4,5
1061,Robert (aka Chocolaterie Robert),Madagascar,2013,Madagascar,Madagascar,75,5,5
288,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,75,7,5
2290,Bonaterra,Malaysia,2019,Malaysia,"Kota Marudu, Borneo Island",72,2,5
2290,Bonaterra,Malaysia,2019,Malaysia,"Tawau, Borneo Island",74,2,5
2186,La Rifa,Mexico,2018,Mexico,"Uranga, Chiapas, Jimenez Garcia farm",70,2,5
2606,Hecho,Mexico,2021,Mexico,"Soconusco, La Rioja Farm, Chiapas",70,2,5
316,Ah Cacao,Mexico,2009,Mexico,Tabasco,70,3,5
1796,Quetzalli (Wolter),Mexico,2016,Mexico,"Mexico, Lot 28022016",70,3,5
2490,MUCHO,Mexico,2020,Mexico,"Finca La Rioja E., Cacahoatan, Chiapas",70,3,5
2186,La Rifa,Mexico,2018,Mexico,"Xoconusco, Chiapas, Coop CASFA",70,2,5
2182,La Rifa,Mexico,2018,Mexico,"Almendra Blanca, Blanco Marfil, Jimenez Garcia",70,2,5
431,Ki' Xocolatl,Mexico,2009,Mexico,Dark,72,5,5
2622,Cuna de Piedra,Mexico,2021,Mexico,"Comalcalco, Tabasco, b. 2370003, 2019 harvest",73,2,5
1800,Quetzalli (Wolter),Mexico,2016,Mexico,"Uranga, Lot 22032016",74,3,5
2056,Auro,Philippines,2018,Philippines,"Saloy E., 2016",70,3,5
2056,Auro,Philippines,2018,Philippines,South Cotabato,70,3,5
2056,Auro,Philippines,2018,Philippines,"Paquibao E., 2016",70,3,5
346,Cacao Sampaka,Spain,2009,Mexico,"Xoconusco, Chiapas, cacao Real",70,4,5
336,Cacao Sampaka,Spain,2009,Mexico,"Porcelana, Tabasco, La Joya",70,4,5
322,Amatller (Simon Coll),Spain,2009,Ghana,Ghana,70,2,5
1908,Cacao Sampaka,Spain,2016,Congo,"Mahali, Kasai",70,4,5
2210,Utopick,Spain,2018,Nicaragua,Nugo,70,3,5
1968,Utopick,Spain,2017,Colombia,"Sierra Nevada, Tutu Iku",70,3,5
117,Chocovic,Spain,2007,Blend,Maragda,70,4,5
327,Amatller (Simon Coll),Spain,2009,Ecuador,Ecuador,70,2,5
508,Cacao Sampaka,Spain,2010,Madagascar,Madagascar,71,4,5
523,Cacao Sampaka,Spain,2010,Papua New Guinea,Papua,71,4,5
523,Cacao Sampaka,Spain,2010,Ecuador,Ecuador,71,4,5
117,Chocovic,Spain,2007,Ecuador,"Bolivar, Guaranda",71,4,5
478,Chocovic,Spain,2010,Mexico,Xoconusco,71,4,5
537,Cacao Sampaka,Spain,2010,Venezuela,Venezuela,71,4,5
209,Chocovic,Spain,2008,Venezuela,Ocumare,71,4,5
2302,Pangea,Spain,2019,Peru,Chilique,71,2,5
537,Cacao Sampaka,Spain,2010,Grenada,Grenada,71,4,5
478,Chocovic,Spain,2010,Madagascar,Sambirano,71,4,5
117,Chocovic,Spain,2007,Grenada,Guyave,71,4,5
322,Blanxart,Spain,2009,Blend,Organic Dark,72,4,5
2334,Kaitxo,Spain,2019,Tanzania,"Morogoro, Kamili, Kilombero Valley, batch 13",75,3,5
2298,Pangea,Spain,2019,Belize,Maya Mtn,75,2,5
2338,Kaitxo,Spain,2019,Peru,"Chulucanas, Piura, Cesar Vallejo-farmer",75,3,5
439,Chocovic,Spain,2009,Blend,Tarakan,75,4,5
2338,Kaitxo,Spain,2019,Nicaragua,"San Juan Coop, El Castillero",75,7,5
1724,Arete,Sweden,2016,Tanzania,Kokoa Kamili,70,2,5
1267,Metiisto,Sweden,2014,Brazil,"Fazenda Sempre Firme P., Bahia, batch 7",70,3,5
1618,Svenska Kakaobolaget,Sweden,2015,Sri Lanka,Sri Lanka,70,2,5
1856,Malmo,Sweden,2016,Venezuela,Chuao,70,3,5
1614,The Barn,Sweden,2015,Peru,Peru,70,3,5
1800,Bellflower,Sweden,2016,Tanzania,Kokoa Kamili,70,3,5
1566,Letterpress,Sweden,2015,Tanzania,Kokoa Kamili,70,2,5
1267,Metiisto,Sweden,2014,Madagascar,Akesson Estate,72,3,5
1610,Map Chocolate,Sweden,2015,Tanzania,Kokoa Kamili,72,3,5
1752,Blue Bandana,Sweden,2016,Tanzania,Kokoa Kamili,75,2,5
2676,Orfeve,Switzerland,2021,Peru,"San Ignacio, 2020 Harvest, Cajamarca, b. 6/10-1",70,3,5
508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Carenero S., Barlovento, Grand Cru",70,3,5
737,Idilio (Felchlin),Switzerland,2011,Venezuela,Carenero Superior,70,3,5
1057,Sprungli (Felchlin),Switzerland,2013,Bolivia,Alto Beni,70,4,5
2306,Taucherli,Switzerland,2019,Mexico,Mexico,70,3,5
331,Original Beans (Felchlin),Switzerland,2009,Congo,"D.R. Congo, Cru Virunga",70,3,5
636,Beschle (Felchlin),Switzerland,2011,Venezuela,"Indigena Amazonia, Grand Cru, Quizas",72,3,5
725,Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona,72,3,5
733,Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, 48hr c.",72,3,5
636,Beschle (Felchlin),Switzerland,2011,Ecuador,Ecuador,72,3,5
737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",72,3,5
737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, w/ nibs",72,3,5
725,Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",72,3,5
729,Idilio (Felchlin),Switzerland,2011,Venezuela,"Choroni, Finca Torres, 48hr c.",72,3,5
508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Ocumare, Premier Cru, Quizas No. 2",72,3,5
1085,Idilio (Felchlin),Switzerland,2013,Venezuela,"Chuao, (Choroni, Ven.)",72,3,5
2226,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B6",72,2,5
2230,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B9",72,2,5
2226,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B8",72,2,5
2306,Taucherli,Switzerland,2019,Nicaragua,Nicaragua,72,3,5
729,Stella (aka Bernrain),Switzerland,2011,India,India,72,4,5
737,Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona w/ nibs,72,3,5
733,Idilio (Felchlin),Switzerland,2011,Venezuela,"Porcelana, Zulia",74,3,5
508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Porcelana, Premier Cru, Quizas No. 1",74,3,5
2680,Orfeve,Switzerland,2021,Colombia,"Tumaco, 2019 Harvest, b. 3/8-2",75,3,5
341,Original Beans (Felchlin),Switzerland,2009,Peru,"Piura, Apotequil, ""Porcelana"" 72hr c.",75,3,5
2680,Orfeve,Switzerland,2021,Peru,"Piura, Gran Blanco, 2019 Harvest, b. 7/9-2",75,3,5
2676,Orfeve,Switzerland,2021,Madagascar,Bejofo,75,3,5
2202,Fu Wan,Taiwan,2018,Tanzania,Tanzania,70,2,5
2274,Cacai Cacao,Taiwan,2019,Philippines,Davao,70,2,5
2174,Fu Wan,Taiwan,2018,Taiwan,"Taiwan, #1",70,3,5
2202,Fu Wan,Taiwan,2018,Venezuela,Chuao,70,3,5
2190,Fu Wan,Taiwan,2018,Madagascar,Madagascar,70,2,5
2274,Cacai Cacao,Taiwan,2019,Taiwan,Pingtung,70,2,5
2194,Love Brown,Taiwan,2018,Sumatra,Sumatra,70,2,5
2194,Love Brown,Taiwan,2018,Nicaragua,Medalla,75,2,5
593,Willie's Cacao,U.K.,2010,Indonesia,Java,69,3,5
1672,Dormouse,U.K.,2015,Venezuela,"Rio Caribe, Batch 7",70,3,5
516,Duffy's,U.K.,2010,Panama,Panama,70,3,5
523,Duffy's,U.K.,2010,Ecuador,Star of Ecuador,70,3,5
2366,Duffy's,U.K.,2019,Philippines,South Cotabato,70,4,5
523,Duffy's,U.K.,2010,Peru,Star of Peru,70,3,5
2270,Tosier,U.K.,2019,Colombia,Tumaco,70,3,5
552,Hotel Chocolat (Coppeneur),U.K.,2010,Dominican Republic,Santo Domingo,70,5,5
1610,Damson,U.K.,2015,Ecuador,Los Rios,70,3,5
1610,Damson,U.K.,2015,Trinidad,Robson Estate,70,3,5
2648,Duffy's,U.K.,2021,Nicaragua,"Juno, batch 201006",70,4,5
2060,Tosier,U.K.,2018,Belize,Maya Mtn.,70,3,5
2366,Solkiki,U.K.,2019,Philippines,"Kablon Farms, Red Pod, 2018 harvest",70,3,5
1658,Seaforth,U.K.,2015,Grenada,Grenada,70,2,5
1666,Damson,U.K.,2015,Nicaragua,O'Payo,70,3,5
2052,Bullion,U.K.,2018,Guatemala,"Lanquin, No.3, Batch 21, 2016",70,3,5
2048,Land,U.K.,2018,Honduras,San Pedro Sula,70,3,5
457,Willie's Cacao,U.K.,2009,Peru,San Martin,70,3,5
2330,Harris & James,U.K.,2019,India,Kerla,70,3,5
1654,Hotel Chocolat,U.K.,2015,St. Lucia,"Pepiniere, single Cote",70,2,5
2696,Green Door,U.K.,2021,India,"Idukki Hills, batch 11",70,3,5
2374,Bean,U.K.,2019,Peru,Peru,70,4,5
593,Willie's Cacao,U.K.,2010,Madagascar,Sambirano,71,3,5
765,Duffy's,U.K.,2011,Venezuela,Ocumare,71,3,5
697,Duffy's,U.K.,2011,Nicaragua,"Nicaliso, Xoco",71,3,5
2048,Land,U.K.,2018,Nicaragua,Nueva Guinea,71,3,5
745,Artisan du Chocolat,U.K.,2011,Panama,Panama,72,3,5
2394,Firetree,U.K.,2019,Papua New Guinea,Karkar Island,72,4,5
2398,Firetree,U.K.,2019,Vanuatu,Malekula Island,72,4,5
363,Artisan du Chocolat,U.K.,2009,Brazil,Brazil Rio Doce,72,3,5
1267,Forever Cacao,U.K.,2014,Peru,Rio Eni,72,3,5
457,Willie's Cacao,U.K.,2009,Venezuela,Rio Caribe,72,3,5
1181,Artisan du Chocolat (Casa Luker),U.K.,2013,Colombia,"Orinoqua Region, Arauca",72,4,5
923,Duffy's,U.K.,2012,Venezuela,Ocumare,72,3,5
623,Duffy's,U.K.,2011,Honduras,"Indio Rojo, Xoco",72,3,5
593,Willie's Cacao,U.K.,2010,Venezuela,Hacienda Las Trincheras,72,3,5
1371,Doble & Bignall,U.K.,2014,Venezuela,"Puerto Cabello, Mantuano",72,3,5
300,Hotel Chocolat (Coppeneur),U.K.,2008,Sao Tome,Uba Budo,72,4,5
531,Artisan du Chocolat,U.K.,2010,Jamaica,Jamaica,72,3,5
245,Hotel Chocolat (Coppeneur),U.K.,2008,St. Lucia,St. Lucia,72,3,5
1193,Artisan du Chocolat,U.K.,2013,Trinidad,"Trinidad, Heritage, Limited ed.",72,3,5
355,Artisan du Chocolat,U.K.,2009,Indonesia,Java,72,3,5
1371,Doble & Bignall,U.K.,2014,Panama,"Panama, Raven",72,3,5
2052,Dormouse,U.K.,2018,Philippines,"Kablon Farm, batch 242",72,3,5
2052,Dormouse,U.K.,2018,Guatemala,"Verapaz, batch 254",72,3,5
729,Artisan du Chocolat,U.K.,2011,Haiti,Haiti,72,3,5
1407,Doble & Bignall,U.K.,2014,Nicaragua,Johe,72,3,5
1065,Hotel Chocolat (Coppeneur),U.K.,2013,Madagascar,"Somia Plantation, Akesson, 2012, Rabot",72,4,5
2518,Luisa's Vegan,U.K.,2020,Papua New Guinea,Karkar Island,72,3,5
1948,Beau Cacao,U.K.,2017,Malaysia,"Serian E., NW Borneo, b. #134/3800",72,3,5
2048,Land,U.K.,2018,Nicaragua,"Nicaliso, Bocay",73,3,5
2398,Firetree,U.K.,2019,Philippines,Mindanao Island,73,4,5
1271,Paul Young,U.K.,2014,Madagascar,"Madagascar, w/ shell",73,2,5
2442,Chocolarder,U.K.,2019,Madagascar,"Ottange Farm, Mava P., Ramena River, Sambirano",74,2,5
2134,Hotel Chocolat,U.K.,2018,Colombia,"Sierra Nevada, Cienaga",75,4,5
508,Akesson's (Pralus),U.K.,2010,Brazil,"Monte Alegre, D. Badero",75,4,5
1880,Dormouse,U.K.,2016,Grenada,Non Pariel Estate,75,3,5
1223,Pump Street Bakery,U.K.,2014,Venezuela,"Patanemo, Carabobo, Tisano family, b. 3211",75,3,5
355,Artisan du Chocolat,U.K.,2009,Venezuela,"Ocumare, Venezuela",75,3,5
1223,Pump Street Bakery,U.K.,2014,Ecuador,Guantupi River,75,3,5
296,Hotel Chocolat (Coppeneur),U.K.,2008,Tanzania,Tanzania,75,4,5
1038,Hotel Chocolat (Coppeneur),U.K.,2013,Trinidad,Trinidad,75,6,5
363,Artisan du Chocolat,U.K.,2009,Peru,Peru,75,3,5
502,Akesson's (Pralus),U.K.,2010,Madagascar,"Madagascar, Ambolikapiky P.",75,4,5
2668,Chequessett,U.S.A.,2021,Dominican Republic,"Dominican Republic, ""Provincetown Dark""",69,3,5
813,Sacred,U.S.A.,2012,Blend,"Twilight, Central and S. America",69,4,5
899,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #219, LR, MC",69,2,5
931,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #222, LR, 0C",69,2,5
899,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #221, DR, MC",69,2,5
927,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #220, MR, MC",69,2,5
1026,Dandelion,U.S.A.,2013,Venezuela,"Cumboto, farmer Jose Lugo, batch 1",70,2,5
2622,Potomac,U.S.A.,2021,Peru,"Ucayali, batch 200105",70,2,5
2138,La Chorena,U.S.A.,2018,Dominican Republic,Oko Caribe,70,2,5
1852,K'ul,U.S.A.,2016,Peru,"Maranon, Fortunato No. 4",70,4,5
1908,Arete,U.S.A.,2016,Costa Rica,"Coto Brus, Terciopelo",70,2,5
2602,Goodnow Farms,U.S.A.,2021,Ecuador,"Costa Esmeraldas, Salazar Farm",70,3,5
2466,Crow and Moss,U.S.A.,2020,Honduras,"Wampusirpi, batch 41",70,2,5
1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Peru,Peru,70,2,5
2032,Raaka,U.S.A.,2017,Haiti,"Pisa, roasted",70,3,5
2370,Shane Chocolate Works,U.S.A.,2019,Colombia,Colombia,70,3,5
1490,Middlebury,U.S.A.,2015,Trinidad,San Juan Estate,70,3,5
1630,Durci,U.S.A.,2015,Ecuador,Corona Arriba,70,3,5
1952,Dick Taylor,U.S.A.,2017,Guatemala,Lanquin Estate,70,2,5
2566,Odyssey,U.S.A.,2021,Haiti,Pisa,70,2,5
2594,Seahorse,U.S.A.,2021,Vietnam,Ben Tre,70,2,5
2502,Crow and Moss,U.S.A.,2020,Ecuador,"Camino Verde, batch 84",70,2,5
1554,Dark Forest,U.S.A.,2015,Ecuador,Ecuador,70,3,5
2574,Black Mountain,U.S.A.,2021,Dominican Republic,Classic Dark,70,4,5
2530,Triangle Roasters,U.S.A.,2020,Guatemala,Guatemala,70,2,5
1478,Terroir,U.S.A.,2015,Madagascar,Madagascar,70,2,5
2122,Letterpress,U.S.A.,2018,Ghana,Ashanti,70,3,5
1692,Starchild,U.S.A.,2015,Nicaragua,Rio Tuma,70,4,5
769,Woodblock,U.S.A.,2011,Dominican Republic,La Red,70,2,5
654,Dandelion (aka Brower Ave),U.S.A.,2011,Madagascar,Madagascar,70,2,5
1403,Nathan Miller,U.S.A.,2014,Ghana,Ghana,70,3,5
2450,Arete,U.S.A.,2019,India,Idukki,70,3,5
2626,CAR Artisan,U.S.A.,2021,Nicaragua,"La Colonia, batch 5",70,3,5
2518,Xocolatl,U.S.A.,2020,Peru,"San Martin de Pangoa, batch 46",70,2,5
2582,Odyssey,U.S.A.,2021,U.S.A.,Hawaii Kona,70,2,5
1247,Cello,U.S.A.,2014,Ecuador,Ecuador,70,3,5
2562,Letterpress,U.S.A.,2021,Sao Tome & Principe,"Satocao, limited ed., batch 2",70,3,5
829,Tejas,U.S.A.,2012,Bolivia,San Jose,70,3,5
1864,Bellflower,U.S.A.,2016,Dominican Republic,"Oko Caribe, Duarte P.",70,2,5
2222,Monsoon,U.S.A.,2018,Mexico,Chiapas,70,3,5
1149,Breeze Mill,U.S.A.,2013,Jamaica,Jamaica,70,4,5
1093,Davis,U.S.A.,2013,Dominican Republic,Rainforest,70,4,5
1630,Durci,U.S.A.,2015,Venezuela,"Carenero, Empyrean Sabor",70,3,5
1387,Dandelion,U.S.A.,2014,Dominican Republic,"San Francisco de Macoris, Cibao region",70,2,5
1816,Dandelion,U.S.A.,2016,Dominican Republic,"Zorzal Reserva, 2015 H., Kerchner",70,2,5
911,Blue Bandana,U.S.A.,2012,Guatemala,Guatemala,70,3,5
1904,Arete,U.S.A.,2016,Ecuador,Costa Esmeraldas,70,3,5
1149,Fresco,U.S.A.,2013,Peru,"Bellavista Coop, #225, LR, MC, CG Exclusive",70,3,5
1506,Dulcinea,U.S.A.,2015,Dominican Republic,"Dominican Republic, batch 1507",70,2,5
1478,Map Chocolate,U.S.A.,2015,Ecuador,Ecuador,70,3,5
781,French Broad,U.S.A.,2011,Peru,"Maranon Canyon, Fortunato No. 4",70,2,5
1117,Fresco,U.S.A.,2013,Peru,"San Martin, Bellavista Coop, #226, DR, MC",70,3,5
654,Dandelion (aka Brower Ave),U.S.A.,2011,Tanzania,Tanzania,70,2,5
2382,Eldora,U.S.A.,2019,Guatemala,"Polochic, batch 711",70,3,5
2688,Conjure,U.S.A.,2021,Philippines,Malah Na Bulong,70,3,5
2486,Nuance,U.S.A.,2020,Nigeria,"Akwa Ibom, 2017 h., batch 19762",70,3,5
2446,Seahorse,U.S.A.,2019,Uganda,Semuliki Forest,70,2,5
2024,Dandelion,U.S.A.,2017,Costa Rica,"Hacienda Azul, 2016 Harvest",70,2,5
2534,El Buen,U.S.A.,2020,Colombia,Tumaco,70,2,5
1562,Letterpress,U.S.A.,2015,Trinidad,"San Juan Estate, Gran Couva",70,2,5
2310,Christopher Elbow,U.S.A.,2019,Costa Rica,"Hacienda Azul, 2017 harvest",70,3,5
1692,Starchild,U.S.A.,2015,Dominican Republic,Hispaniola,70,4,5
1634,Starchild,U.S.A.,2015,Ecuador,"Bolivar, Arriba",70,4,5
387,Guittard,U.S.A.,2009,Blend,Complexite,70,5,5
2282,Ritual,U.S.A.,2019,Nicaragua,"La Colonia, Enliven Cacao",70,2,5
1470,Vicuna,U.S.A.,2015,Bolivia,Palos Blancos + nibs,70,2,5
2554,Castronovo,U.S.A.,2021,Peru,"Valle de Los Rios, batch 990",70,3,5
983,Bar Au Chocolat,U.S.A.,2012,Dominican Republic,Duarte Province,70,2,5
2498,Odyssey,U.S.A.,2020,Vietnam,Ben Tre,70,2,5
2024,Arete,U.S.A.,2017,Bolivia,Beniano,70,2,5
995,Madre,U.S.A.,2012,U.S.A.,"Criollo, Hawaii",70,4,5
1924,Arete,U.S.A.,2016,Peru,Phantom,70,2,5
2310,Christopher Elbow,U.S.A.,2019,Brazil,"Fazenda Camboa, 2017 harvest",70,3,5
2032,Goodnow Farms,U.S.A.,2017,Peru,"Ucayali, batch 1041",70,3,5
2000,Fresh Coast,U.S.A.,2017,Brazil,"Fazenda Camboa, Bahia",70,2,5
1038,Rogue,U.S.A.,2013,Madagascar,Akesson Estate,70,2,5
1852,K'ul,U.S.A.,2016,Brazil,Bahia,70,4,5
1161,Solstice,U.S.A.,2013,Blend,Wasatch,70,3,5
311,Dole (Guittard),U.S.A.,2009,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate",70,5,5
2648,Moku,U.S.A.,2021,Madagascar,Bejofo,70,3,5
1534,Arete,U.S.A.,2015,Brazil,Fazenda Camboa,70,2,5
370,Fresco,U.S.A.,2009,Jamaica,"Jamaica, #205, DR, MC",70,3,5
1295,Bar Au Chocolat,U.S.A.,2014,Peru,Maranon Canyon,70,2,5
370,Fresco,U.S.A.,2009,Jamaica,"Jamaica, #206, DR, LC",70,3,5
2000,Fresh Coast,U.S.A.,2017,Tanzania,Kokoa Kamili,70,2,5
991,Madre,U.S.A.,2012,U.S.A.,"Hawai'i Island, Hamakua Coast, Kokoleka",70,4,5
